CAAB ID	Scientific Name	Full authority	Common Name	Family	Genus	Specific epithet
37031031	Dipturus oculus	Last, 2008	Oscellate Skate	Rajidae	Dipturus	oculus
37031032	Dipturus apricus	Last, White & Pogonoski, 2008	Pale Tropical Skate	Rajidae	Dipturus	apricus
37031033	Dipturus melanospilus	Last, White & Pogonoski, 2008	Blacktip Skate	Rajidae	Dipturus	melanospilus
37031034	Dipturus wengi	Séret & Last, 2008	Weng's Skate	Rajidae	Dipturus	wengi
37031035	Dipturus acrobelus	Last, White & Pogonoski, 2008	Deepwater Skate	Rajidae	Dipturus	acrobelus
37031036	Dipturus queenslandicus	Last, White & Pogonoski, 2008	Queensland Deepwater Skate	Rajidae	Dipturus	queenslandicus
37031037	Zearaja maugeana	Last & Gledhill, 2007	Maugean Skate	Rajidae	Zearaja	maugeana
37031038	Dentiraja flindersi	Last & Gledhill, 2008	Pygmy Thornback Skate	Rajidae	Dentiraja	flindersi
37031039	Leucoraja pristispina	Last, Stehmann & Séret, 2008	Sawback Skate	Rajidae	Leucoraja	pristispina
37031040	Rajella challengeri	Last & Stehmann, 2008	Challenger Skate	Rajidae	Rajella	challengeri
37031041	Amblyraja hyperborea	(Collett, 1879)	Boreal Skate	Rajidae	Amblyraja	hyperborea
37031042	Dipturus polyommata	(Ogilby, 1910)	Argus Skate	Rajidae	Dipturus	polyommata
37031043	Dipturus endeavouri	Last, 2008	Endeavour Skate	Rajidae	Dipturus	endeavouri
37031044	Okamejei arafurensis	Last & Gledhill, 2008	Arafura Skate	Rajidae	Okamejei	arafurensis
37031046	Bathyraja richardsoni	Garrick, 1961	Richardson's Skate	Arhynchobatidae	Bathyraja	richardsoni
37031047	Dipturus innominatus	(Garrick & Paul, 1974)	New Zealand Smooth Skate	Rajidae	Dipturus	innominatus
37033001	Sinobatis bulbicauda	Last & Séret, 2008	Western Leg Skate	Anacanthobatidae	Sinobatis	bulbicauda
37033002	Sinobatis filicauda	Last & Séret, 2008	Eastern Leg Skate	Anacanthobatidae	Sinobatis	filicauda
37033003	Sinobatis caerulea	Last & Séret, 2008	Indigo Leg Skate	Anacanthobatidae	Sinobatis	caerulea
37035001	Dasyatis brevicaudata	(Hutton, 1875)	Smooth Stingray	Dasyatidae	Dasyatis	brevicaudata
37035002	Dasyatis thetidis	Ogilby, 1899	Black Stingray	Dasyatidae	Dasyatis	thetidis
37035003	Himantura uarnak	(Forsskål, 1775)	Reticulate Whipray	Dasyatidae	Himantura	uarnak
37035004	Neotrygon kuhlii	(Müller & Henle, 1841)	Bluespotted Maskray	Dasyatidae	Neotrygon	kuhlii
37035008	Dasyatis fluviorum	Ogilby, 1908	Estuary Stingray	Dasyatidae	Dasyatis	fluviorum
37035009	Taeniura lymma	(Forsskål, 1775)	Bluespotted Fantail Ray	Dasyatidae	Taeniura	lymma
37035010	Pteroplatytrygon violacea	(Bonaparte, 1832)	Pelagic Stingray	Dasyatidae	Pteroplatytrygon	violacea
37035011	Pastinachus atrus	(Macleay, 1883)	Cowtail Stingray	Dasyatidae	Pastinachus	atrus
37035012	Neotrygon annotata	(Last, 1987)	Plain Maskray	Dasyatidae	Neotrygon	annotata
37035013	Neotrygon leylandi	(Last, 1987)	Painted Maskray	Dasyatidae	Neotrygon	leylandi
37035017	Taeniurops meyeni	(Müller & Henle, 1841)	Blotched Fantail Ray	Dasyatidae	Taeniurops	meyeni
37035019	Himantura granulata	(Macleay, 1883)	Mangrove Whipray	Dasyatidae	Himantura	granulata
37035020	Himantura astra	Last, Manjaji-Matsumoto & Pogonoski, 2008	Blackspotted Whipray	Dasyatidae	Himantura	astra
37035021	Dasyatis parvonigra	Last & White, 2008	Dwarf Black Stingray	Dasyatidae	Dasyatis	parvonigra
37035022	Himantura toshi	Whitley, 1939	Brown Whipray	Dasyatidae	Himantura	toshi
37035023	Himantura dalyensis	Last & Manjaji-Matsumoto, 2008	Freshwater Whipray	Dasyatidae	Himantura	dalyensis
37035024	Himantura fai	Jordan & Seale, 1906	Pink Whipray	Dasyatidae	Himantura	fai
37035025	Himantura jenkinsii	(Annandale, 1909)	Jenkins' Whipray	Dasyatidae	Himantura	jenkinsii
37035026	Himantura leoparda	Manjaji-Matsumoto & Last, 2008	Leopard Whipray	Dasyatidae	Himantura	leoparda
37035027	Urogymnus asperrimus	(Bloch & Schneider, 1801)	Porcupine Ray	Dasyatidae	Urogymnus	asperrimus
37035028	Dasyatis microps	(Annandale, 1908)	Smalleye Stingray	Dasyatidae	Dasyatis	microps
37035029	Neotrygon picta	Last & White, 2008	Speckled Maskray	Dasyatidae	Neotrygon	picta
37035030	Neotrygon ningalooensis	Last, White & Puckridge, 2010	Ningaloo Maskray	Dasyatidae	Neotrygon	ningalooensis
37037001	Gymnura australis	(Ramsay & Ogilby, 1886)	Australian Butterfly Ray	Gymnuridae	Gymnura	australis
37037002	Hexatrygon bickelli	Heemstra & Smith, 1980	Sixgill Stingray	Hexatrygonidae	Hexatrygon	bickelli
37038001	Urolophus bucculentus	Macleay, 1884	Sandyback Stingaree	Urolophidae	Urolophus	bucculentus
37038002	Urolophus cruciatus	(Lacépède, 1804)	Banded Stingaree	Urolophidae	Urolophus	cruciatus
37038003	Urolophus gigas	Scott, 1954	Spotted Stingaree	Urolophidae	Urolophus	gigas
37038004	Urolophus paucimaculatus	Dixon, 1969	Sparsely-spotted Stingaree	Urolophidae	Urolophus	paucimaculatus
37038005	Urolophus sufflavus	Whitley, 1929	Yellowback Stingaree	Urolophidae	Urolophus	sufflavus
37038006	Trygonoptera testacea	Müller & Henle, 1841	Common Stingaree	Urolophidae	Trygonoptera	testacea
37038007	Urolophus viridis	McCulloch, 1916	Greenback Stingaree	Urolophidae	Urolophus	viridis
37038008	Urolophus expansus	McCulloch, 1916	Wide Stingaree	Urolophidae	Urolophus	expansus
37038009	Urolophus westraliensis	Last & Gomon, 1987	Brown Stingaree	Urolophidae	Urolophus	westraliensis
37038010	Urolophus flavomosaicus	Last & Gomon, 1987	Patchwork Stingaree	Urolophidae	Urolophus	flavomosaicus
37038011	Urolophus mitosis	Last & Gomon, 1987	Mitotic Stingaree	Urolophidae	Urolophus	mitosis
37038013	Trygonoptera galba	Last & Yearsley, 2008	Yellow Shovelnose Stingaree	Urolophidae	Trygonoptera	galba
37038014	Trygonoptera imitata	Yearsley, Last & Gomon, 2008	Eastern Shovelnose Stingaree	Urolophidae	Trygonoptera	imitata
37038015	Trygonoptera mucosa	Whitley, 1939	Western Shovelnose Stingaree	Urolophidae	Trygonoptera	mucosa
37038016	Trygonoptera ovalis	Last & Gomon, 1987	Striped Stingaree	Urolophidae	Trygonoptera	ovalis
37038017	Trygonoptera personata	Last & Gomon, 1987	Masked Stingaree	Urolophidae	Trygonoptera	personata
37038018	Urolophus kapalensis	Yearsley & Last, 2006	Kapala Stingaree	Urolophidae	Urolophus	kapalensis
37038019	Urolophus piperatus	Séret & Last, 2003	Coral Sea Stingaree	Urolophidae	Urolophus	piperatus
37038020	Urolophus circularis	McKay, 1966	Circular Stingaree	Urolophidae	Urolophus	circularis
37038021	Urolophus lobatus	McKay, 1966	Lobed Stingaree	Urolophidae	Urolophus	lobatus
37038022	Urolophus orarius	Last & Gomon, 1987	Coastal Stingaree	Urolophidae	Urolophus	orarius
37038023	Plesiobatis daviesi	(Wallace, 1967)	Giant Stingaree	Plesiobatidae	Plesiobatis	daviesi
37039001	Myliobatis australis	Macleay, 1881	Southern Eagle Ray	Myliobatidae	Myliobatis	australis
37039002	Aetomylaeus nichofii	(Bloch & Schneider, 1801)	Banded Eagle Ray	Myliobatidae	Aetomylaeus	nichofii
37039003	Aetobatus ocellatus	(Kuhl, 1823)	Whitespotted Eagle Ray	Myliobatidae	Aetobatus	ocellatus
37039004	Myliobatis hamlyni	Ogilby, 1911	Purple Eagle Ray	Myliobatidae	Myliobatis	hamlyni
37039005	Aetomylaeus vespertilio	(Bleeker, 1852)	Ornate Eagle Ray	Myliobatidae	Aetomylaeus	vespertilio
37040001	Rhinoptera neglecta	Ogilby, 1912	Australian Cownose Ray	Rhinopteridae	Rhinoptera	neglecta
37040002	Rhinoptera javanica	Müller & Henle, 1841	Javanese Cownose Ray	Rhinopteridae	Rhinoptera	javanica
37041001	Mobula eregoodootenkee	(Bleeker, 1859)	Pygmy Devilray	Mobulidae	Mobula	eregoodootenkee
37041002	Mobula japanica	(Müller & Henle, 1841)	Japanese Devilray	Mobulidae	Mobula	japanica
37041003	Mobula thurstoni	(Lloyd, 1908)	Bentfin Devilray	Mobulidae	Mobula	thurstoni
37041004	Manta birostris	(Walbaum, 1792)	Giant Manta Ray	Mobulidae	Manta	birostris
37041005	Manta alfredi	(Krefft, 1868)	Manta Ray	Mobulidae	Manta	alfredi
37042001	Hydrolagus ogilbyi	(Waite, 1898)	Ogilby's Ghostshark	Chimaeridae	Hydrolagus	ogilbyi
37042003	Hydrolagus lemures	(Whitley, 1939)	Blackfin Ghostshark	Chimaeridae	Hydrolagus	lemures
37042005	Chimaera fulva	Didier, Last & White, 2008	Southern Chimaera	Chimaeridae	Chimaera	fulva
37042006	Chimaera obscura	Didier, Last & White, 2008	Shortspine Chimaera	Chimaeridae	Chimaera	obscura
37042007	Chimaera macrospina	Didier, Last & White, 2008	Longspine Chimaera	Chimaeridae	Chimaera	macrospina
37042008	Chimaera lignaria	Didier, 2002	Giant Chimaera	Chimaeridae	Chimaera	lignaria
37042009	Chimaera argiloba	Last, White & Pogonoski, 2008	Whitefin Chimaera	Chimaeridae	Chimaera	argiloba
37042010	Hydrolagus homonycteris	Didier, 2008	Black whitefin	Chimaeridae	Hydrolagus	homonycteris
37042011	Hydrolagus marmoratus	Didier, 2008	Marbled whitefin	Chimaeridae	Hydrolagus	marmoratus
37042012	Hydrolagus trolli	Didier & Séret, 2002	Abyssal whitefin	Chimaeridae	Hydrolagus	trolli
37043001	Callorhinchus milii	(Bory de Saint-Vincent, 1823)	Elephantfish	Callorhinchidae	Callorhinchus	milii
37044001	Harriotta raleighana	Goode & Bean, 1895	Bigspine Spookfish	Rhinochimaeridae	Harriotta	raleighana
37044002	Rhinochimaera pacifica	(Mitsukuri, 1895)	Pacific Spookfish	Rhinochimaeridae	Rhinochimaera	pacifica
37044003	Harriotta haeckeli	Karrer, 1972	Smallspine Spookfish	Rhinochimaeridae	Harriotta	haeckeli
37044004	Rhinochimaera africana	Compagno, Stehmann & Ebert, 1990	Paddlenose Spookfish	Rhinochimaeridae	Rhinochimaera	africana
37053001	Elops hawaiensis	Regan, 1909	Hawaiian Giant Herring	Elopidae	Elops	hawaiensis
37053003	Elops machnata	(Forsskål, 1775)	Australian Giant Herring	Elopidae	Elops	machnata
37054001	Megalops cyprinoides	(Broussonet, 1782)	Oxeye Herring	Megalopidae	Megalops	cyprinoides
37055001	Albula forsteri	Valenciennes, 1847	Pacific Bonefish	Albulidae	Albula	forsteri
37055002	Albula oligolepis	Hidaka, Iwatsuki & Randall, 2008	[a bonefish]	Albulidae	Albula	oligolepis
37056001	Anguilla australis	Richardson, 1841	Southern Shortfin Eel	Anguillidae	Anguilla	australis
37056002	Anguilla reinhardtii	Steindachner, 1867	Longfin Eel	Anguillidae	Anguilla	reinhardtii
37056003	Anguilla bicolor	McClelland, 1844	Indonesian Shortfin Eel	Anguillidae	Anguilla	bicolor
37056004	Anguilla obscura	Günther, 1872	Pacific Shortfin Eel	Anguillidae	Anguilla	obscura
37057001	Moringua ferruginea	Bliss, 1883	Rusty Worm Eel	Moringuidae	Moringua	ferruginea
37057002	Moringua javanica	(Kaup, 1856)	Javan Worm Eel	Moringuidae	Moringua	javanica
37057003	Moringua microchir	Bleeker, 1853	Common Worm Eel	Moringuidae	Moringua	microchir
37057004	Neoconger tuberculatus	(Castle, 1965)	Swollengut Worm Eel	Moringuidae	Neoconger	tuberculatus
37057005	Moringua abbreviata	(Bleeker, 1863)	Short Worm Eel	Moringuidae	Moringua	abbreviata
37059001	Kaupichthys atronasus	Schultz, 1953	Blacknose False Moray	Chlopsidae	Kaupichthys	atronasus
37059002	Kaupichthys brachychirus	Schultz, 1953	Shortfin False Moray	Chlopsidae	Kaupichthys	brachychirus
37059003	Kaupichthys diodontus	Schultz, 1943	Plain False Moray	Chlopsidae	Kaupichthys	diodontus
37060002	Gymnothorax cribroris	Whitley, 1932	Sieve Moray	Muraenidae	Gymnothorax	cribroris
37060003	Gymnothorax minor	(Temminck & Schlegel, 1846)	Lesser Moray	Muraenidae	Gymnothorax	minor
37060004	Gymnothorax longinquus	(Whitley, 1948)	Long Moray	Muraenidae	Gymnothorax	longinquus
37060005	Gymnothorax pseudothyrsoideus	(Bleeker, 1852)	Highfin Moray	Muraenidae	Gymnothorax	pseudothyrsoideus
37060006	Gymnothorax prasinus	(Richardson, 1848)	Green Moray	Muraenidae	Gymnothorax	prasinus
37060008	Gymnothorax mccoskeri	Smith & Böhlke, 1997	Manyband Moray	Muraenidae	Gymnothorax	mccoskeri
37060009	Gymnothorax cephalospilus	Böhlke & McCosker, 2001	Headspot Moray	Muraenidae	Gymnothorax	cephalospilus
37060010	Gymnothorax thrysoideus	(Richardson, 1845)	Greyface Moray	Muraenidae	Gymnothorax	thrysoideus
37060012	Uropterygius nagoensis	Hatooka, 1984	Nago Snake Moray	Muraenidae	Uropterygius	nagoensis
37060014	Uropterygius marmoratus	(Lacépède, 1803)	Marbled Snake Moray	Muraenidae	Uropterygius	marmoratus
37060015	Gymnothorax pictus	(Ahl, 1789)	Painted Moray	Muraenidae	Gymnothorax	pictus
37060016	Gymnothorax favagineus	Bloch & Schneider, 1801	Tessellate Moray	Muraenidae	Gymnothorax	favagineus
37060017	Anarchias allardicei	Jordan & Starks, 1906	Allardice's Moray	Muraenidae	Anarchias	allardicei
37060018	Anarchias cantonensis	(Schultz, 1943)	Canton Moray	Muraenidae	Anarchias	cantonensis
37060019	Anarchias leucurus	(Snyder, 1904)	Finespot Moray	Muraenidae	Anarchias	leucurus
37060022	Anarchias seychellensis	Smith, 1962	Seychelles Moray	Muraenidae	Anarchias	seychellensis
37060023	Echidna nebulosa	(Ahl, 1789)	Starry Moray	Muraenidae	Echidna	nebulosa
37060024	Echidna polyzona	(Richardson, 1845)	Girdled Moray	Muraenidae	Echidna	polyzona
37060025	Echidna unicolor	Schultz, 1953	Pale Moray	Muraenidae	Echidna	unicolor
37060026	Enchelycore bayeri	(Schultz, 1953)	Hookjaw Moray	Muraenidae	Enchelycore	bayeri
37060027	Enchelycore ramosa	(Griffin, 1926)	Mosaic Moray	Muraenidae	Enchelycore	ramosa
37060029	Gymnomuraena zebra	(Shaw, 1797)	Zebra Moray	Muraenidae	Gymnomuraena	zebra
37060032	Gymnothorax buroensis	(Bleeker, 1857)	Latticetail Moray	Muraenidae	Gymnothorax	buroensis
37060033	Gymnothorax chilospilus	Bleeker, 1865	Lipspot Moray	Muraenidae	Gymnothorax	chilospilus
37060034	Gymnothorax eurostus	(Abbott, 1860)	Stout Moray	Muraenidae	Gymnothorax	eurostus
37060035	Gymnothorax fimbriatus	(Bennett, 1832)	Fimbriate Moray	Muraenidae	Gymnothorax	fimbriatus
37060036	Gymnothorax flavimarginatus	(Rüppell, 1830)	Yellowmargin Moray	Muraenidae	Gymnothorax	flavimarginatus
37060037	Gymnothorax fuscomaculatus	(Schultz, 1953)	Brownspotted Moray	Muraenidae	Gymnothorax	fuscomaculatus
37060038	Gymnothorax gracilicauda	Jenkins, 1903	Slendertail Moray	Muraenidae	Gymnothorax	gracilicauda
37060039	Gymnothorax javanicus	(Bleeker, 1859)	Giant Moray	Muraenidae	Gymnothorax	javanicus
37060040	Gymnothorax kidako	(Temminck & Schlegel, 1846)	Kidako Moray	Muraenidae	Gymnothorax	kidako
37060042	Gymnothorax margaritophorus	Bleeker, 1865	Pearly Moray	Muraenidae	Gymnothorax	margaritophorus
37060044	Gymnothorax melatremus	Schultz, 1953	Dwarf Moray	Muraenidae	Gymnothorax	melatremus
37060045	Gymnothorax meleagris	(Shaw, 1795)	Whitemouth Moray	Muraenidae	Gymnothorax	meleagris
37060046	Gymnothorax monochrous	Bleeker, 1856	Monotone Moray	Muraenidae	Gymnothorax	monochrous
37060047	Gymnothorax nudivomer	(Günther, 1867)	Yellowmouth Moray	Muraenidae	Gymnothorax	nudivomer
37060048	Gymnothorax pindae	Smith, 1962	Pinda Moray	Muraenidae	Gymnothorax	pindae
37060049	Gymnothorax prionodon	Ogilby, 1895	Sawtooth Moray	Muraenidae	Gymnothorax	prionodon
37060051	Gymnothorax rueppellii	(McClelland, 1844)	Banded Moray	Muraenidae	Gymnothorax	rueppellii
37060053	Gymnothorax undulatus	(Lacépède, 1803)	Undulate Moray	Muraenidae	Gymnothorax	undulatus
37060054	Gymnothorax woodwardi	McCulloch, 1912	Woodward's Moray	Muraenidae	Gymnothorax	woodwardi
37060056	Gymnothorax zonipectis	Seale, 1906	Bartail Moray	Muraenidae	Gymnothorax	zonipectis
37060058	Rhinomuraena quaesita	Garman, 1888	Ribbon Eel	Muraenidae	Rhinomuraena	quaesita
37060060	Strophidon sathete	(Hamilton, 1822)	Longtail Moray	Muraenidae	Strophidon	sathete
37060061	Uropterygius concolor	Rüppell, 1838	Unicolor Snake Moray	Muraenidae	Uropterygius	concolor
37060063	Gymnothorax obesus	(Whitley, 1932)	Speckled Moray	Muraenidae	Gymnothorax	obesus
37060066	Gymnothorax porphyreus	(Guichenot, 1848)	Lowfin Moray	Muraenidae	Gymnothorax	porphyreus
37060067	Gymnothorax polyuranodon	(Bleeker, 1853)	Freshwater Moray	Muraenidae	Gymnothorax	polyuranodon
37060068	Uropterygius kamar	McCosker & Randall, 1977	Moon Snake Moray	Muraenidae	Uropterygius	kamar
37060070	Gymnothorax castlei	Böhlke & Randall, 1999	Castle's Moray	Muraenidae	Gymnothorax	castlei
37060071	Gymnothorax pseudoherrei	Böhlke, 2000	False Brown Moray	Muraenidae	Gymnothorax	pseudoherrei
37060074	Gymnothorax austrinus	Böhlke & McCosker, 2001	Southern Moray	Muraenidae	Gymnothorax	austrinus
37060075	Gymnothorax enigmaticus	McCosker & Randall, 1982	Tiger Moray	Muraenidae	Gymnothorax	enigmaticus
37060076	Gymnothorax intesi	(Fourmanoir & Rivaton, 1979)	Whitetip Moray	Muraenidae	Gymnothorax	intesi
37060077	Uropterygius fuscoguttatus	Schultz, 1953	Brownspotted Snake Moray	Muraenidae	Uropterygius	fuscoguttatus
37060078	Gymnothorax microstictus	Böhlke, 2000	Smallspot Moray	Muraenidae	Gymnothorax	microstictus
37060079	Gymnothorax robinsi	Böhlke, 1997	Pygmy Moray	Muraenidae	Gymnothorax	robinsi
37063001	Oxyconger leptognathus	(Bleeker, 1858)	Bigeye Pike Eel	Muraenesocidae	Oxyconger	leptognathus
37063002	Muraenesox cinereus	(Forsskål, 1775)	Darkfin Pike Eel	Muraenesocidae	Muraenesox	cinereus
37063003	Muraenesox bagio	(Hamilton, 1822)	Common Pike Eel	Muraenesocidae	Muraenesox	bagio
37065001	Nettastoma parviceps	Günther, 1877	Smallhead Duckbill Eel	Nettastomatidae	Nettastoma	parviceps
37065003	Nettastoma solitarium	Castle & Smith, 1981	Solitary Duckbill Eel	Nettastomatidae	Nettastoma	solitarium
37065004	Nettenchelys gephyra	Castle & Smith, 1981	Bridge Duckbill Eel	Nettastomatidae	Nettenchelys	gephyra
37065005	Saurenchelys finitimus	(Whitley, 1935)	Whitsunday Wire Eel	Nettastomatidae	Saurenchelys	finitimus
37065006	Saurenchelys stylura	(Lea, 1913)	Pillar Wire Eel	Nettastomatidae	Saurenchelys	stylura
37065008	Nettastoma melanurum	Rafinesque, 1810	Blackfin Sorcerer	Nettastomatidae	Nettastoma	melanurum
37067001	Conger wilsoni	(Bloch & Schneider, 1801)	Eastern Conger	Congridae	Conger	wilsoni
37067002	Gnathophis longicauda	(Ramsay & Ogilby, 1888)	Little Conger	Congridae	Gnathophis	longicauda
37067003	Ariosoma mauritianum	(Pappenheim, 1914)	Blunt-tooth Conger	Congridae	Ariosoma	mauritianum
37067004	Gnathophis nasutus	Karmovskaya & Paxton, 2000	Bignose Conger	Congridae	Gnathophis	nasutus
37067005	Lumiconger arafura	(Castle & Paxton, 1984)	Luminous Conger	Congridae	Lumiconger	arafura
37067006	Ariosoma anago	(Temminck & Schlegel, 1847)	Darkfin Conger	Congridae	Ariosoma	anago
37067007	Conger verreauxi	Kaup, 1856	Southern Conger	Congridae	Conger	verreauxi
37067009	Diploconger polystigmatus	Kotthaus, 1968	Headband Conger	Congridae	Diploconger	polystigmatus
37067010	Blachea xenobranchialis	Karrer & Smith, 1980	Frillgill Conger	Congridae	Blachea	xenobranchialis
37067011	Rhynchoconger ectenurus	(Jordan & Richardson, 1909)	Longnose Conger	Congridae	Rhynchoconger	ectenurus
37067012	Bassanago bulbiceps	Whitley, 1948	Swollenhead Conger	Congridae	Bassanago	bulbiceps
37067013	Bassanago hirsutus	(Castle, 1960)	Deepsea Conger	Congridae	Bassanago	hirsutus
37067014	Ariosoma scheelei	(Strömman, 1896)	Tropical Conger	Congridae	Ariosoma	scheelei
37067015	Conger cinereus	Rüppell, 1830	Blacklip Conger	Congridae	Conger	cinereus
37067016	Gnathophis umbrellabius	(Whitley, 1948)	Umbrella Conger	Congridae	Gnathophis	umbrellabius
37067017	Heteroconger hassi	(Klausewitz & Eibl-Eibesfeldt, 1959)	Spotted Garden Eel	Congridae	Heteroconger	hassi
37067018	Macrocephenchelys brevirostris	(Chen & Weng, 1967)	Rubbernose Conger	Congridae	Macrocephenchelys	brevirostris
37067019	Poeciloconger kapala	Castle, 1990	Mottled Conger	Congridae	Poeciloconger	kapala
37067020	Scalanago lateralis	Whitley, 1935	Ladder Eel	Congridae	Scalanago	lateralis
37067021	Uroconger lepturus	(Richardson, 1845)	Slender Conger	Congridae	Uroconger	lepturus
37067022	Bathycongrus guttulatus	(Günther, 1887)	Lined Conger	Congridae	Bathycongrus	guttulatus
37067024	Gavialiceps javanicus	Karmovskaya, 1993	Duckbill Conger	Congridae	Gavialiceps	javanicus
37067025	Gorgasia galzini	Castle & Randall, 1999	Speckled Garden Eel	Congridae	Gorgasia	galzini
37067026	Gorgasia preclara	Böhlke & Randall, 1981	Splendid Garden Eel	Congridae	Gorgasia	preclara
37067027	Gnathophis macroporis	Karmovskaya & Paxton, 2000	Largepore Conger	Congridae	Gnathophis	macroporis
37067028	Gnathophis grahami	Karmovskaya & Paxton, 2000	Graham's Conger	Congridae	Gnathophis	grahami
37067029	Gnathophis castlei	Karmovskaya & Paxton, 2000	Castle's Conger	Congridae	Gnathophis	castlei
37067030	Gnathophis microps	Karmovskaya & Paxton, 2000	Smalleye Conger	Congridae	Gnathophis	microps
37067031	Gnathophis melanocoelus	Karmovskaya & Paxton, 2000	Blackgut Conger	Congridae	Gnathophis	melanocoelus
37067032	Bathycongrus odontostomus	(Fowler, 1934)	Toothy Conger	Congridae	Bathycongrus	odontostomus
37067033	Bathyuroconger vicinus	(Vaillant, 1888)	Largetooth Conger	Congridae	Bathyuroconger	vicinus
37067034	Coloconger scholesi	Chan, 1967	Short-tail Conger	Colocongridae	Coloconger	scholesi
37067035	Ariosoma anagoides	(Bleeker, 1853)	Sea Conger	Congridae	Ariosoma	anagoides
37067036	Bathycongrus retrotinctus	(Jordan & Snyder, 1901)	Blackedge Conger	Congridae	Bathycongrus	retrotinctus
37067037	Castleichthys auritus	Smith, 2004	Eared Conger	Congridae	Castleichthys	auritus
37067038	Ariosoma howensis	(McCulloch & Waite, 1916)	[a conger eel]	Congridae	Ariosoma	howensis
37067039	Congriscus maldivensis	(Norman, 1939)	[a conger eel]	Congridae	Congriscus	maldivensis
